V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30
COX8A,7077,517,12131,6019,902,922,1216,973,330,8128,3351,469,15833,385,818,237,18295,1015,755,256,16546,260,4432,2371,1223,1894,9788,2865,3250,2857
COX8C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,8
CP,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,0
CPA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0
CPAMD8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
CPB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPB2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0
CPD,0,541,0,0,39,17,1,1855,0,0,191,0,532,50,2063,0,547,3,1614,210,391,0,0,2259,0,433,0,0,384,1020
CPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPEB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPEB2,0,0,0,774,0,0,0,0,0,216,0,0,199,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPEB3,0,0,0,1,0,0,251,0,0,0,0,817,0,0,0,0,18,0,0,398,292,0,0,0,0,0,6,0,0,0
CPEB4,0,82,0,0,0,102,0,0,23,120,2,0,0,2,0,64,19,0,0,7,0,0,6,1116,0,839,1377,0,1849,0
CPED1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,5,0,0,0,0,0,0,0,0
CPLX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
CPLX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,2,0,15
CPLX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPLX4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0
CPN1,0,595,0,0,6,0,0,0,4,0,0,63,1441,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
CPN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPNE1,14235,1212,1182,4545,535,377,704,255,1209,3066,1983,200,3969,366,56,639,15086,47,0,117,9897,729,6051,3729,1215,1404,1784,0,2385,2422
CPNE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CPNE3,0,226,2111,2593,9,0,159,245,898,5794,160,382,102,93,0,1285,1296,6,0,5,480,0,712,6360,0,301,57,372,1503,537
CPNE4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPNE5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPNE6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPNE7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPNE8,0,0,174,0,0,0,0,0,453,0,375,0,0,0,0,0,1,271,0,0,0,0,0,0,383,0,0,0,552,0
CPNE9,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0
CPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPOX,0,0,751,0,127,1723,37,0,0,781,683,0,615,217,0,0,0,0,3,0,3088,0,1269,0,757,444,0,0,0,0
CPPED1,17136,0,1251,486,1,0,169,1195,1268,2,301,1488,1,0,223,300,603,545,0,80,0,315,0,0,0,228,1266,0,20,115
CPQ,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CPS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPS1-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPSF1,0,0,508,12,29,0,146,256,1,415,6,54,1041,9,469,315,3363,0,0,175,2183,175,29,1809,0,55,0,14,1,125
CPSF2,0,70,140,269,795,0,25,789,413,50,365,2,1770,174,740,2191,0,0,384,41,0,39,614,1259,2096,970,0,903,1309,953
CPSF3,0,33,1,1455,539,0,313,963,0,4893,1435,2766,5126,2200,1441,1935,20900,647,34,68,10284,1247,4165,1785,1,1300,1063,4449,2847,3047
CPSF3L,0,87,3991,243,106,133,1213,0,5,2006,1070,0,3639,0,558,713,1591,0,0,182,5259,29,5825,3776,0,643,6563,0,6200,667
CPSF4,0,105,376,1110,281,0,264,34,0,67,0,38,13,0,0,39,3050,38,613,8,1551,335,0,0,0,94,0,191,2530,297
CPSF4L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPSF6,323,38,8858,1119,2057,1860,931,846,1305,8670,1570,910,2625,763,326,2739,3242,1991,11,55,10797,417,1815,13659,1373,1841,1481,407,11506,5063
CPSF7,435,0,584,547,349,6,325,266,83,3764,672,884,1,372,791,13,2531,35,159,142,281,10,0,1555,0,459,0,1,5072,1768
CPT1A,0,0,0,0,0,0,0,98,0,0,0,86,1,625,659,10,0,0,361,1,0,43,0,618,257,4,0,0,42,0
CPT1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CPT1C,0,0,0,0,1,0,0,0,0,0,0,162,37,120,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CPT2,0,7,608,1157,0,1,0,0,364,0,8,0,1250,0,8,0,14,0,0,7,0,26,0,0,0,0,202,0,0,0
CPVL,0,0,844,2355,83,0,257,0,0,4925,1923,1778,1,177,0,3,7203,0,1133,132,8621,938,1897,1,1867,1287,2870,0,5948,3257
CPXCR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPXM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CPXM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
CPZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,0,0,0,0,0,198,0
CR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
CR1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CRABP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRABP2,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CRADD,0,1,1678,0,379,1135,165,98,0,0,647,144,0,0,0,0,2809,1,0,0,0,0,141,437,0,312,0,0,0,0
CRAMP1L,0,91,1,702,34,22,34,4,42,25,106,68,0,0,2120,0,834,0,1,183,0,0,1767,28,0,29,4,0,1301,9
CRAT,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
CRB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRB3,0,0,25,4,122,0,4,392,0,1,532,0,2903,289,172,1,6,0,83,10,1256,56,4341,174,32,130,70,0,520,11
CRBN,0,128,4147,2910,297,2332,272,1275,0,4271,823,0,1349,0,0,787,0,3484,44,24,4320,957,3276,378,0,112,7229,0,2883,1213
CRCP,0,0,1096,452,384,1916,0,0,0,56,983,0,121,0,395,0,3808,0,0,47,0,8,64,2804,0,177,1452,0,405,389
CRCT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CREB1,0,0,0,0,414,0,0,23,4,0,0,633,1806,0,0,276,2236,6,0,45,0,0,722,0,0,48,1868,0,0,104
CREB3,0,8,1668,1306,245,0,0,0,0,0,892,0,2547,2,93,387,3950,358,0,1,886,5,74,0,0,50,510,0,1055,0
CREB3L1,0,0,0,0,0,0,0,2,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CREB3L2,0,248,0,0,0,0,0,0,0,523,0,0,806,2,0,0,679,0,23,8,0,0,0,0,0,0,195,0,0,0
CREB3L3,0,0,0,0,0,0,0,0,0,0,0,0,1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CREB3L4,0,0,0,0,285,0,0,0,0,0,0,143,0,301,753,485,3,0,0,139,0,0,0,0,0,0,0,0,200,0
CREB5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
CREBBP,413,638,744,400,111,9,73,115,374,692,372,165,2550,6,317,96,1520,77,0,86,3044,21,689,1783,21,387,1500,2,115,0
CREBL2,0,0,0,0,47,56,0,741,0,0,0,2434,177,514,787,76,3888,49,0,47,3467,0,0,0,0,0,731,212,0,0
CREBRF,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,531,0,62,2,1,0,1,823,0,0,0,0,86,0,0
CREBZF,105,559,606,396,420,969,144,0,0,2379,74,93,101,0,164,89,720,0,0,44,416,81,125,692,0,255,29,0,0,571
CREG1,0,0,0,0,14,0,66,0,279,0,14,0,985,0,26,23,0,16,78,0,34,0,4,1122,50,35,280,0,0,0
CREG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRELD1,0,0,0,0,185,0,0,0,0,0,0,0,1140,0,0,0,8315,0,0,0,365,0,893,126,0,0,0,0,1224,0
CRELD2,0,0,59,0,0,0,127,0,0,0,0,77,209,0,0,0,2673,0,0,63,385,0,73,108,0,101,0,0,0,0
CREM,0,0,815,426,7,1051,1297,398,0,517,649,0,2,0,152,49,569,0,2,1,2233,74,1669,0,868,930,1,0,3772,93
CRH,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRHBP,0,0,0,0,0,0,0,0,0,0,0,0,85,13,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRHR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRHR1-IT1,0,190,1,0,0,0,0,10,4,435,150,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRHR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRIM1,0,0,2165,1711,0,172,39,1,10,0,1484,384,9,193,76,0,2475,13,69,22,0,195,128,421,113,280,3027,0,1935,483
CRIP1,4749,291,34,195,347,323,271,879,512,571,200,256,5141,148,929,697,7049,734,1213,122,1786,61,636,327,0,609,2808,206,261,471
CRIP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,44,0,0,0,0,0,0,0,0,0,0,0,0,0
CRIP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CRIPAK,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,87,0,0,1,0,0,0
CRIPT,255,0,1337,1499,32,4,68,219,0,701,597,921,943,1,658,314,4307,141,12,0,2202,156,1123,1451,0,360,75,64,1041,382
CRISP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRISP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRISP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRISPLD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
CRISPLD2,0,0,0,0,0,0,0,201,0,0,0,0,4,0,0,1,2704,0,20,1,0,0,0,0,0,0,1,1,89,0
CRK,0,401,5072,520,525,313,764,1563,412,5313,2538,76,1876,812,712,9,5126,71,0,381,4320,538,464,319,401,604,730,68,3553,702
CRKL,0,140,2521,310,1406,0,70,160,605,961,264,0,2565,18,0,650,1022,13,0,124,30,1887,264,2278,3752,1477,0,359,336,961
CRLF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRLF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRLF3,774,0,360,1646,92,21,2,116,233,14,2399,564,1771,19,180,13,759,0,0,90,2516,166,8,103,0,1,1158,0,2720,777
CRLS1,0,0,1,0,0,0,79,141,4,1870,679,0,381,5,67,143,2319,60,989,211,0,90,0,0,0,20,0,0,2064,0
CRMP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0
CRNDE,0,0,0,0,1,0,0,0,314,585,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
CRNKL1,1,0,0,0,1,0,1,1,12,2477,1018,1201,366,0,0,604,108,2636,0,260,1661,0,163,2531,0,85,0,85,4584,2183
CRNN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CROCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,1802,0,0,0,0,0,188,0
CROCCP2,0,0,0,0,0,0,4,0,5,5,56,2,0,0,0,230,2,0,0,8,253,0,0,4,0,5,0,0,1219,363
CROCCP3,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,61,0,0,0,0,7,0,0,0
CROT,0,0,0,1402,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,47,1,0,0,0
CRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRSP8P,0,0,1128,907,116,0,257,185,0,422,305,215,74,0,115,106,344,200,0,109,2429,78,1166,1838,61,728,0,0,520,218
CRTAC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRTAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRTAP,627,0,796,0,0,118,0,0,26,0,444,232,169,128,41,185,0,0,422,217,1269,0,1816,0,16,0,0,0,1,8
CRTC1,0,177,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,15,0,0,484,1,0,0,235,0,0,0
CRTC2,485,1,40,847,0,0,1,0,90,1009,144,0,0,0,699,0,2295,0,567,79,664,55,327,4114,245,150,14,0,328,886
CRTC3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,350,0,97,1,0,0,1928,0
CRX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRY1,0,411,477,0,0,0,213,0,0,434,642,0,0,2,0,912,64,241,0,0,0,5,0,745,379,85,0,0,0,0
CRY2,0,0,314,0,0,0,1,0,0,0,0,0,0,0,0,88,5231,0,0,1,127,0,0,0,0,413,0,46,1166,78
CRYAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYBA1,0,0,37,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0
CRYBA2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,0,0,0,0
CRYBA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYBB1,0,0,0,0,55,0,0,0,0,0,0,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYBB2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
CRYBB2P1,0,0,2243,117,208,0,109,0,0,15,64,0,0,0,0,0,3474,0,0,113,2453,0,206,15,0,0,0,0,1783,139
CRYBB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYBG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,14,0,0,0,0,0,0,0,0,0,0
CRYGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYGB,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYGC,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CRYGD,0,0,0,0,7,0,0,0,0,2,0,0,0,103,0,0,0,107,0,0,0,0,0,0,0,118,32,0,0,0
CRYGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYGS,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYM,0,0,0,0,0,0,0,0,0,0,0,0,0,779,0,0,2,233,313,0,0,0,0,0,0,0,0,0,0,0
CRYM-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYZ,0,131,7657,645,786,2054,538,163,0,666,1060,1,206,1,438,0,15787,1315,0,219,14504,0,0,4323,857,52,0,0,3002,1131
CRYZL1,0,0,5770,0,42,0,117,63,0,0,495,943,774,278,115,310,0,743,0,47,4896,0,369,0,1,0,316,0,131,781
CS,0,1282,3388,1686,1949,0,905,818,1225,7143,4950,1057,10642,1203,689,1498,19709,2496,96,119,4010,818,7,7184,3404,866,3146,1088,4352,1861
CSAD,0,283,157,0,37,1,19,0,0,0,2,0,1541,0,0,0,459,29,1,366,747,0,0,0,0,0,0,0,1015,0
CSAG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSAG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSAG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSAG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSDA,1536,691,1603,919,31,77,2,614,14,2260,1835,495,2216,612,278,272,7072,341,621,275,23,113,48,693,0,994,0,1297,2542,0
CSDAP1,17,66,297,273,1,5,0,73,0,289,141,6,350,80,0,2,123,67,4,34,0,1,0,120,0,70,0,247,202,0
CSDC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSDE1,11912,1971,8538,6068,4878,800,2025,3237,369,7846,5135,5726,13598,3504,2454,777,23918,6680,618,695,28737,3427,1032,38952,4608,2391,5071,3281,25197,19733
CSE1L,2,430,9396,4674,2305,3789,623,2752,122,15884,7481,3433,10021,1404,133,2077,21244,4337,466,79,33427,3638,5451,16266,3591,3766,16042,2245,16128,11466
CSF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
CSF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF2RA,0,0,30,0,0,0,6,0,0,4,0,0,0,0,0,0,26,0,0,0,0,2,0,0,0,2,44,0,18,12
CSF2RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0
CSF3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF3R,0,0,178,0,0,0,0,0,0,4826,1,0,0,0,0,0,351,0,0,1,0,0,856,0,0,91,0,0,0,86
CSGALNACT1,0,0,944,0,0,0,0,0,0,0,229,0,0,0,153,0,868,0,0,67,0,60,0,820,0,0,605,0,213,109
CSGALNACT2,0,482,1326,0,0,0,0,0,277,0,0,0,1306,0,0,0,0,0,0,0,0,334,233,0,0,0,0,0,0,0
CSH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSHL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,0,85,13,49,0,4,0,0,0,1579,314,0,1656,4,0,99,574,0,508,11,3,0,1891,0,1151,191,1,0,516,0
CSMD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0
CSMD2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CSMD3,67,48,326,105,33,20,109,42,9,382,134,29,469,29,31,31,876,28,32,6,471,12,288,219,31,162,233,41,311,164
CSN1S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
CSN1S2AP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSN1S2BP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSNK1A1,0,1004,3646,560,735,1811,1683,556,53,7986,2709,1493,2416,959,0,722,14806,124,7,76,16473,498,1254,1861,11,927,425,0,5668,841
CSNK1A1L,0,33,156,0,20,52,89,45,0,230,104,19,20,56,0,17,815,0,0,5,564,19,74,105,0,0,1,0,215,51
CSNK1A1P1,0,28,60,0,9,29,81,15,29,107,135,2,0,20,0,15,2653,2,0,0,324,1,84,49,23,88,9,0,322,53
CSNK1D,0,314,739,67,146,21,470,0,518,0,288,0,6502,171,246,12,4125,9,78,98,1235,13,441,2031,0,396,1143,83,82,226
CSNK1G1,0,69,576,3079,361,761,111,0,0,179,1435,0,731,421,0,0,0,1,0,45,2917,26,4,650,155,773,1,105,3181,111
CSNK1G2,0,125,40,0,0,0,5,0,23,0,14,0,12,15,10,166,109,16,0,154,116,38,0,1156,0,13,390,0,0,0
CSNK1G2-AS1,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSNK1G3,0,250,980,0,0,0,383,0,0,453,1657,0,284,150,1,0,5735,440,0,0,1142,308,0,229,393,17,0,1,3006,110
CSNK2A1,2386,120,3592,3228,591,1303,333,639,255,3648,3263,855,1394,1084,41,447,295,1336,0,66,15745,640,2625,4157,0,1002,83,951,2885,4151
CSNK2A2,0,60,3398,24,124,0,0,0,0,431,58,0,0,0,0,0,4692,70,530,4,6493,15,30,5,0,105,0,0,594,0
CSNK2A3,0,45,127,928,237,522,180,313,0,1945,857,410,523,265,2,215,0,340,0,0,3375,235,75,2889,0,322,221,546,2123,2272
CSNK2B,20599,1290,14346,5032,643,624,1320,3124,359,7545,3818,1283,6866,389,20,293,32190,2199,0,236,12597,876,4198,5606,1576,3945,1236,5,7751,4055
CSPG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
CSPG4P1Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSPG5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSPP1,0,132,5,934,388,697,192,259,81,34,187,0,632,156,8,214,2553,741,8,265,0,26,0,327,0,62,1652,94,129,829
CSRNP1,4139,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,557,0,0
CSRNP2,0,287,749,1835,454,0,416,0,0,324,698,0,0,0,0,0,1482,54,0,11,229,354,2023,0,0,469,0,0,162,146
CSRNP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
